No,Hole ID,Depth,Dip,Azimuth
1657,OVD049,110,-68.45,61.24
1658,OVD049,115,-68.4,61.49
1659,OVD049,120,-68.43,61.64
1660,OVD049,125,-68.4,61.72
1661,OVD049,130,-68.42,62.03
1662,OVD049,135,-68.4,62.16
1663,OVD049,140,-68.36,61.99
1664,OVD049,145,-68.36,62
1665,OVD049,150,-68.35,62.22
1666,OVD049,155,-68.32,62.15
1667,OVD049,160,-68.3,62.15
1668,OVD049,165,-68.23,62.32
1669,OVD049,170,-68.19,62.61
1670,OVD049,175,-68.12,62.68
1671,OVD049,180,-68.07,63.08
1672,OVD049,185,-68.03,62.98
1673,OVD049,190,-68,63.2
1674,OVD049,195,-67.95,63.54
1675,OVD049,200,-67.91,63.66
1676,OVD049,205,-67.96,63.6
1677,OVD049,210,-67.95,63.73
1678,OVD049,212.18,-67.94,63.79
1679,OVD050,0,-59.93,210.5
1680,OVD050,5,-60.07,210.29
1681,OVD050,10,-60.13,210.19
1682,OVD050,15,-60.26,211.23
1683,OVD050,20,-60.54,211.91
1684,OVD050,25,-60.42,211.68
1685,OVD050,30,-60.4,211.63
1686,OVD050,35,-60.44,211.58
1687,OVD050,40,-60.46,211.63
1688,OVD050,45,-60.37,211.66
1689,OVD050,50,-60.31,211.52
1690,OVD050,55,-60.24,210.98
1691,OVD050,60,-60.12,210.8
1692,OVD050,65,-60.08,210.7
1693,OVD050,70,-60.07,210.59
1694,OVD050,75,-60,210.57
1695,OVD050,80,-59.95,209.66
1696,OVD050,85,-59.91,209.33
1697,OVD050,90,-59.89,209.34
1698,OVD050,95,-59.84,209.08
1699,OVD050,100,-59.74,209.23
1700,OVD050,105,-59.68,209.3
1701,OVD050,110,-59.63,209.39
1702,OVD050,115,-59.58,209.54
1703,OVD050,120,-59.57,209.37
1704,OVD050,125,-59.62,209.44
1705,OVD050,130,-59.61,209.62
1706,OVD050,135,-59.53,209.51
1707,OVD050,140,-59.58,209.61
1708,OVD050,145,-59.66,209.8
1709,OVD050,150,-59.64,209.89
1710,OVD050,155,-59.54,209.92
1711,OVD050,160,-59.46,210.18
1712,OVD050,165,-59.37,210.5
1713,OVD050,170,-59.26,210.69
1714,OVD050,175,-59.26,210.85
1715,OVD050,180,-59.17,211.07
1716,OVD050,185,-59.12,211.17
1717,OVD050,190,-59.08,211.11
1718,OVD050,191.95,-59.11,211.12
1719,OVD051,0,-62.81,332.42
1720,OVD051,5,-63.03,332.14
1721,OVD051,10,-63.18,332.03
1722,OVD051,15,-63.2,332.17
1723,OVD051,20,-63.16,331.8
1724,OVD051,25,-63.2,331.64
1725,OVD051,30,-63.19,331.67
1726,OVD051,35,-63.09,331.55
1727,OVD051,40,-62.95,331.64
1728,OVD051,45,-62.84,331.82
1729,OVD051,50,-62.76,332.01
1730,OVD051,55,-62.68,332.15
1731,OVD051,60,-62.72,332.27
1732,OVD051,65,-62.54,332.44
1733,OVD051,70,-62.53,332.5
1734,OVD051,75,-62.48,332.79
1735,OVD051,80,-62.54,332.6
1736,OVD051,85,-62.56,332.76
1737,OVD051,90,-62.54,333.07
1738,OVD051,95,-62.42,333.17
1739,OVD051,100,-62.33,333.71
1740,OVD051,105,-62.37,333.66
1741,OVD051,110,-62.34,333.81
1742,OVD051,115,-62.38,334.03
1743,OVD051,120,-62.29,334.02
1744,OVD051,125,-62.28,334.15
1745,OVD051,128.05,-62.34,334.31
1746,OVD052,0,-62.95,139.44
1747,OVD052,5,-62.87,139.62
1748,OVD052,10,-62.82,138.86
1749,OVD052,15,-62.76,138.74
1750,OVD052,20,-62.78,138.9
1751,OVD052,25,-62.82,138.87
1752,OVD052,30,-62.82,139.19
1753,OVD052,35,-62.81,139.28
1754,OVD052,40,-62.83,139.6
1755,OVD052,45,-62.87,139.5
1756,OVD052,50,-62.92,139.72
1757,OVD052,55,-62.92,139.74
1758,OVD052,60,-62.89,139.94
1759,OVD052,65,-62.9,139.91
1760,OVD052,70,-62.89,140.15
1761,OVD052,75,-62.89,140.42
1762,OVD052,80,-62.86,140.47
1763,OVD052,85,-62.86,140.65
1764,OVD052,90,-62.91,140.9
1765,OVD052,95,-62.65,141.14
1766,OVD052,100,-62.74,141.11
1767,OVD052,105,-62.86,141.37
1768,OVD052,110,-62.82,141.05
1769,OVD052,115,-62.9,141.19
1770,OVD052,120,-62.88,142.3
1771,OVD052,125,-62.92,142.29
1772,OVD052,130,-62.94,142.28
1773,OVD052,135,-62.95,142.39
1774,OVD052,140,-62.97,142.45
1775,OVD052,145,-63,142.42
1776,OVD052,150,-63.11,142.78
1777,OVD052,155,-62.93,142.9
1778,OVD052,160,-62.78,142.93
1779,OVD052,165,-62.72,143.09
1780,OVD052,170,-62.71,142.99
1781,OVD052,175,-62.62,143.04
1782,OVD052,180,-62.63,143.05
1783,OVD052,185,-62.54,143.4
1784,OVD052,190,-62.51,143.45
1785,OVD052,191.01,-62.5,143.38
